星座,No,名前,メインビルドタイプ,類似の名前
trophy,053,洲飛伊都史,bond,洲飛伊都史
trophy,054,多流江,bond,多流漕
trophy,055,更科梨華,tension,更科梨華
trophy,056,御前里巳,counter,御前里巳
trophy,057,シュウ,special,シュウ
trophy,058,番東辺亜美,rough,番東辺亜美
trophy,059,磯崎研磨,counter,磯崎研磨
trophy,060,日竜,special,白竜
trophy,061,菊地一大,bond,菊地一太
trophy,062,川吉信,tension,糸川吉信
trophy,063,菊地一大,bond,菊地一太
trophy,064,織田信長,rough,織田信長
trophy,065,上村六飛,justice,上村六飛
trophy,066,ココ・ババナ似,rough,ココ・バナバ
trophy,067,イジシドシュウジ,justice,イシドシュウジ
trophy,068,岡田弐蔵,special,剛田弐蔵
trophy,069,豊下照,special,幕下照
trophy,070,アンドレ・ブラン,bond,アンドレ・ブラン
trophy,071,草屋能力,special,萬屋能力
trophy,072,アー・ダッツチン,tension,アーク・スコッチエッグ
trophy,073,アーロン・アダムハス,special,アーロン・アダムス
trophy,074,円算数士,rough,円算数士
trophy,075,黒倉光邦,justice,黒倉光邦
trophy,076,アニータ・ナバロ,justice,アニータ・ナバロ
trophy,077,綾小路操,tension,綾小路操
trophy,078,九鬼真次,special,九鬼真次
trophy,079,工畑公親,bond,工畑公親
trophy,080,円算数士,rough,円算数士
ufo,001,プブポボ・トランガス,rough,ブボ・トランガス
ufo,002,デスタダ,tension,デスタ
ufo,003,クオル,tension,クオル
ufo,004,セイ・サーポ,justice,セイ・サーボ
ufo,005,メキウス,counter,メキウス
ufo,006,色有児,rough,色有児
ufo,007,満田暮徳,justice,満田尊徳
ufo,008,六士部詞一,rough,倉士部麗一
ufo,009,古西茂,special,古西茂
ufo,010,朝井野次,justice,朝井野才次
ufo,011,紗安夜行,special,紗安夜行
ufo,012,幽谷博之,rough,幽谷博之
ufo,013,,tension,
ufo,014,ゲグポボ・トランガス,counter,ゲボ・トランガス
ufo,015,友衛法子,bond,友衛法子
ufo,016,セイン,justice,セイン
ufo,017,亜登呂未良,bond,亜登呂未良
ufo,018,引田断由紀,counter,引田断由紀
ufo,019,火板定子,special,火板蛍子
ufo,020,ネイラ,rough,ネイラ
ufo,021,メダハムハ,bond,メダム
ufo,022,オルカ,bond,オルカ
ufo,023,ウオード,counter,ウォード
ufo,024,ドリム,bond,ドリム
ufo,025,コフル,bond,コラル
ufo,026,ミネーネ,counter,ミネーネ
ufo,027,アルファ,counter,アルファ
ufo,028,エイナム,special,エイナム
ufo,029,ガリング,rough,ガリング
ufo,030,レイザ,special,レイザ
ufo,031,八和ハムス,special,ハムス
ufo,032,マ・ドネル,justice,マ・ドネル
ufo,033,ダーナ,rough,ダーナ
ufo,034,グラ・フォム,bond,グラ・フォム
ufo,035,ブル・レクス,special,ブル・レクス
ufo,036,ザラ・グクス,bond,ザラ・クス
ufo,037,ザラ・グクス,bond,ザラ・クス
ufo,038,ア・ジシモフ,rough,ア・シモフ
ufo,039,兵馬備ノ七,tension,兵馬俑ノ七
ufo,040,兵馬備ノバ,justice,兵馬俑ノ拾
ufo,041,兵馬備ノ六,justice,兵馬俑ノ六
ufo,042,兵馬備ノ四,rough,兵馬俑ノ四
ufo,043,兵馬備ノ何,special,兵馬俑ノ拾
ufo,044,,rough,
ufo,045,,tension,
ufo,046,イル・メル,special,イル・メル
ufo,047,兵馬備ノ九,tension,兵馬俑ノ九
ufo,048,イル・メル,special,イル・メル
ufo,049,,justice,
ufo,050,,special,
ufo,051,クラーク・ワンダバット,special,クラーク・ワンダバット
ufo,052,宝水院忠則,bond,宝水院忠則
ufo,053,地木流友人,rough,地木流灰人
ufo,054,提灯ほのり,counter,提灯ほのり
victory,001,,counter,
victory,002,星村ナオ,bond,星村ナオ
victory,003,好街貴良,counter,好街貴良
victory,004,西條リル,special,西條リル
victory,005,湯元千南,counter,湯元千南
victory,006,妖十乃銀郎,justice,妖士乃銀郎
victory,007,牛島突五郎,rough,牛島突五郎
victory,008,木画路兵大,bond,木曽路兵太
victory,009,古道飼電雄,counter,古道飼亀雄
victory,010,四川堂我流,justice,四川堂我流
victory,011,柳生駿河,tension,柳生駿河
victory,012,筐波実明,justice,笹波雲明
victory,013,桜咲丈二,counter,桜咲丈二
victory,014,福良おむすび,bond,福良むすび
victory,015,,justice,
victory,016,円堂ハル,special,円堂ハル
victory,017,赤袖馬者,tension,赤馬明道
victory,018,境野苦弥,special,遠野善弥
victory,019,紫雨奴介,justice,紫雨雄介
victory,020,暖冬屋哉大,justice,暖冬屋哉太
victory,021,天宮寺人鶴,counter,天宮寺嶺
victory,022,品75雅士,tension,品乃雅士
victory,023,友部仁,tension,友部仁
victory,024,乙女仙次郎,special,乙女仙次郎
victory,025,空宮征,special,空宮征
victory,026,鬼門悟,justice,鬼門悟
victory,027,春日玲央,counter,-
victory,028,再大佑,tension,嵐大佑
victory,029,シグドママ,rough,Ｃグマ
victory,030,骨汗奨,counter,-
victory,031,下田万秒,counter,屯田万稔
victory,032,城壁道三瓶,special,城壁道三瓶
victory,033,矢倉隆仁,rough,矢倉隆仁
victory,034,市尾太郎,rough,市尾太郎
victory,035,下鶴改,special,下鶴改
victory,036,松田秀介,counter,松田秀介
victory,037,小谷著,counter,小谷翔
victory,038,次乃エイス,special,次乃エイス
victory,039,千乃痢歌,tension,千乃茉莉歌
victory,040,真地米直子,rough,真地米直子
victory,041,小茂英郎,tension,小茂英郎
victory,042,金庄蒼志,rough,金庄蒼志
victory,043,梅坂大地,tension,梅坂大地
victory,044,星谷隆仙,special,星谷隆仙
victory,045,ジェエニー・オフトーバー,special,ジェニー・オクトーバー
victory,046,長尾茂,counter,長尾茂
victory,047,チセヤセウ・メイ,counter,チャウ・メイ
victory,048,ジュデイ・カシオス,special,ジュディ・カシオス
victory,049,トレバー・ウィイルソン,special,トレバー・ウィルソン
victory,050,エドモンド・ビアース,tension,エドモンド・ピアース
victory,051,新黒湖南,special,新黒湖南
victory,052,屋城統,rough,屋城統
victory,053,猛場郎寿,rough,猛場郎寿
victory,054,七街道八九,special,七街道八九
victory,055,周山礼太,justice,周船礼太
victory,056,宝舟大波,rough,宝舟大波
victory,057,面谷その子,special,面谷その子
victory,058,復禄崇治,counter,復禄豪治
victory,059,浦田夢道,counter,蒲田夢道
victory,060,不破アリス,counter,不破アリス
victory,061,室見守光,justice,室見宏光
victory,062,寺前レイル,rough,寺前レイル
victory,063,雛菊姫頁里,counter,雛菊姫真里
victory,064,早風敏信,rough,早風敏信
victory,065,餅川銅,tension,-
victory,066,師走直大,counter,師走直大
victory,067,海野長十郎,tension,海野長十郎
victory,068,天倉毅礎,rough,天倉舞麻
victory,069,地枝大寿,special,地枝大寿
victory,070,伊座那義葛,special,-
victory,071,刃家玖音,tension,-
victory,072,等々川セオ,rough,等々川セオ
victory,073,泡田飯彦,bond,泡田飯彦
victory,074,手結代ゆらの,bond,手結代ゆらの
victory,075,笑ノ宮責夏,counter,笑ノ宮真夏
victory,076,土上武,special,土上勇武
victory,077,御含場レアル,tension,御倉場レアル
victory,078,八馬詰健王,counter,-
victory,079,破留谷モア,tension,-
victory,080,平仙めいら,special,-
victory,081,加尾須玄洋,justice,-
victory,082,,counter,
victory,083,聖徳太郎,rough,聖徳太郎
victory,084,誠昼具次,rough,牛島誠次
victory,085,伊品博恭,special,伊戸博恭
victory,086,甲手則光,counter,甲手則光
victory,087,,special,
victory,088,菅方梅直,justice,菅方梅真
victory,089,真壁白,bond,真壁白
victory,090,高閉是清,justice,高箸是清
victory,091,板垢統吾郎,justice,板垣統吾郎
victory,092,和気野清磨,counter,和気野清磨
victory,093,井野口英幸,rough,井野口英幸
victory,094,数多清人,special,数多清人
victory,095,各戸安光,special,森戸安光
victory,096,奏河江寺吉,counter,寒河江琥吉
victory,097,小学阿奈,tension,小堂阿奈
victory,098,松香本道,counter,松香本道
victory,099,丸間露万,tension,丸間露万
victory,100,強田豊治,justice,蕗田豊治
victory,101,並原夜菜,counter,並原夜菜
victory,102,ジョヨセフィー又,special,ジョセフィーヌ
victory,103,娠城頁拓,special,-
victory,104,小沢右近,bond,小沢右近
victory,105,千乃妃花,counter,千乃妃花
victory,106,吉谷八雲,justice,喜谷八雲
whistle,001,成神健也,special,成神健也
whistle,002,増谷乃流,counter,増谷乃流
whistle,003,マツフク・ロニージヨョ,counter,マック・ロニージョ
whistle,004,神曹拓人,justice,神童拓人
whistle,005,星野隆平,special,星野隆平
whistle,006,日武禄郎,justice,日武禄郎
whistle,007,弁天正市,rough,弁天正市
whistle,008,民山謡,counter,民山謡
whistle,009,欠端練人,tension,雉端練人
whistle,010,田主丸茂樹,justice,田主丸茂樹
whistle,011,符哲暮震生,justice,符呂暮岩生
whistle,012,魔界崇雑,bond,魔界崇雄
whistle,013,少林寺歩,bond,少林寺歩
whistle,014,音尾風雅,counter,音尾風雅
whistle,015,僧野景市,special,僧野景市
whistle,016,歌場創人,bond,歌場創人
whistle,017,西内路美,justice,西嶋路美
whistle,018,,rough,
whistle,019,符川芳正,rough,符川芳正
whistle,020,児田山族,bond,児田山彦
whistle,021,釣四月放,justice,-
whistle,022,冨良民吾,rough,富良民吾
whistle,023,トン・ニーノ,tension,トン・ニーノ
whistle,024,風間弦,special,風間弦
whistle,025,保志野光,bond,保志野光
whistle,026,七色声司,special,七色声司
whistle,027,制恭一,tension,響恭一
whistle,028,汐崎愉央,justice,汐崎怜央
whistle,029,歌田浴人,tension,歌田澄人
whistle,030,小関塁,justice,小関塁
whistle,031,舞谷染五郎,counter,舞谷染五郎
whistle,032,重田光臣,rough,重田光臣
whistle,033,越間巨樹,rough,越間巨樹
whistle,034,山上扶樹,bond,山上扶樹
whistle,035,,counter,
whistle,036,五味一告,rough,五味一樹
whistle,037,謝花サンゴ,tension,謝花サンゴ
whistle,038,玉田康文,bond,玉田康文
whistle,039,赤領寺昭,justice,赤嶺宏昭
whistle,040,音村楽也,counter,音村楽也
whistle,041,八田秀隆,rough,八田秀隆
whistle,042,道端訪,rough,道端詠
whistle,043,,bond,
whistle,044,胡屋三郎,bond,盤屋三郎
whistle,045,万博美,rough,万博美
whistle,046,針雑副史,special,針羅憲史
whistle,047,髪丸速人,justice,髪丸速人
whistle,048,日方紀緒,special,日方紀緒
whistle,049,田尾大二郎,counter,田尾大二郎
whistle,050,和久井祐子,tension,和久井祐子
whistle,051,村部貴弘,counter,村部貴弘
whistle,052,我孫子郁洋,rough,我孫子郁洋
whistle,053,人迫田麻美,rough,迫田麻美
whistle,054,,rough,
whistle,055,家谷悦司,bond,細谷悦司
whistle,056,万司拓元,bond,万司拓光
whistle,057,弓家礼司,counter,弓家礼司
whistle,058,平沢雅也,tension,平沢雅也
whistle,059,膝本久奴,justice,藤本久雄
whistle,060,猪俣晃次,special,猪俣晃次
whistle,061,高崎雅世,special,高崎雅彦
whistle,062,手島新子,bond,手島新子
whistle,063,千曲由美,tension,千曲由美
whistle,064,羽柴佳夏,special,羽柴佳夏
whistle,065,千島八重奈,justice,千鳥八重奈
whistle,066,村越紀洋,rough,村越紀洋
whistle,067,牧口匠,rough,牧口匠
whistle,068,本打宝冠,special,本条宝冠
whistle,069,宮院満理子,tension,宮院満理子
whistle,070,聖山七夕,tension,聖山七夕
whistle,071,島原剛星,tension,鳥原剛基
whistle,072,安次額テイナ,tension,安次嶺ティナ
whistle,073,新宅妃早子,rough,新宅妃早子
whistle,074,淡口真亜奈,bond,淡口真亜奈
whistle,075,部島号,rough,部島亨
whistle,076,,counter,
whistle,077,久仁統,counter,久仁統
whistle,078,長谷川美杏,special,長谷川美杏
whistle,079,エリック・バーフルトン,counter,エリック・パープルトン
whistle,080,ホール・アッツフルトン,tension,ポール・アップルトン
whistle,081,ガト,special,ガト
whistle,082,ステファン・エノ,bond,ステファン・エノ
whistle,083,メイガー・ネイサン,counter,メイガー・ネイサン
whistle,084,美良野管津夫,counter,美良野管津夫
whistle,085,イエンス・ホホフマン,tension,イェンス・ホフマン
whistle,086,糧多滋亜,tension,煌多滋亜
whistle,087,善訟育次郎,rough,善峯育次郎
whistle,088,津軽鏡子,rough,津軽鏡子
whistle,089,安仁里杏,tension,安仁里杏
whistle,090,肝付貴美,justice,肝付貴美
whistle,091,琴弾富士子,rough,琴弾富士子
whistle,092,,counter,
whistle,093,中目葉,rough,中目栞
whistle,094,間音和理恵,bond,-
whistle,095,油谷バーム,special,油谷パーム
whistle,096,,counter,
whistle,097,,counter,
whistle,098,真柄若佐,justice,真柄若佐
whistle,099,桃染月羽,special,桃染月羽
whistle,100,傘手降,special,傘手降
whistle,101,天笠明日人,bond,天秤明日人
whistle,102,二面双子,special,二面双子
whistle,103,陽神ラー,tension,陽神ラー
whistle,104,出手飼洲,justice,射手飼洲
whistle,105,世良田美愛,counter,世良田美愛
whistle,106,衣主多亜子,bond,衣主多亜子
whistle,107,巻尺李人凡,tension,巻尺李凡
whistle,108,杭全親助,rough,杭全親助
whistle,109,清水柳人,rough,清水柳人
whistle,110,裁切子,justice,裁切子
whistle,111,未像小助,bond,宗像小助
whistle,112,風秋ヨネ,justice,風秋ヨネ
whistle,113,梅宮チヤコ,special,梅宮チャコ
whistle,114,委元海斗,tension,森元海斗
whistle,115,羽夜姫盛子,tension,羽夜姫盛子
whistle,116,珠田院,bond,珠田院
whistle,117,片手月人,counter,片無月人
whistle,118,赤戸知里,justice,赤戸知里
whistle,119,樹名田土岐,bond,櫛名田土岐
whistle,120,祝部兵狼,special,祝部兵狼
whistle,121,入道一目,special,入道一目
whistle,122,根井路琶美,rough,根井路琴美
whistle,123,挟山則生,special,挟山則生
whistle,124,肥永留吉,justice,嘉永留吉
whistle,125,山田太一,bond,山田太一
whistle,126,耳野輪子,rough,耳野輪子
whistle,127,卒谷咲美寿,special,雁谷咲美寿
whistle,128,蔵魔宇山,bond,蔵魔宇山
whistle,129,叙火祭,counter,狐火祭
whistle,130,五水露史,rough,五水露吏
whistle,131,石寺操士郎,justice,石寺操士郎
whistle,132,叙火叫,counter,狐火叫
whistle,133,古信木ノ実,counter,古俵木ノ実
whistle,134,棄武銘多,justice,棄武驚多
whistle,135,二本育麻,justice,二本育麻
whistle,136,トン・ニーノ,tension,トン・ニーノ
whistle,137,喘良桃香,tension,咲良桃香
whistle,138,天壊テノノ,rough,天塚テクノ
whistle,139,世都内家永,justice,世都内家永
whistle,140,碑杉強次郎,justice,硬杉強次郎
whistle,141,利入符負守,special,利入符令守
whistle,142,枢山ミコ,bond,桃山ミコ
whistle,143,述坊フレ,tension,途坊クレ
whistle,144,筐呉華芽,bond,笹呉華芽
whistle,145,ジヨン・ビピート,counter,ジョン・ビート
whistle,146,音出叶人,tension,音出哮人
whistle,147,軌寺電司,bond,軌寺電悟
whistle,148,口柱健介,tension,口柱健介
whistle,149,四つ角拘里,bond,四つ角敬里
whistle,150,波形量正,justice,波形量正
whistle,151,四つ角拘里,bond,四つ角敬里
